Shrutis-MBP:assignment1 shruti$ python q3_sgd.py 
Running sanity checks...
iter 11180: 12.176082
iter 11190: 12.113389
iter 11200: 12.098659
iter 11210: 12.131504
iter 11220: 12.181366
iter 11230: 12.083769
iter 11240: 12.053860
iter 11250: 12.080867
iter 11260: 12.080735
iter 11270: 12.182549
iter 11280: 12.245030
iter 11290: 12.171571
iter 11300: 12.182934
iter 11310: 12.130382
iter 11320: 12.202521
iter 11330: 12.265056
iter 11340: 12.198515
iter 11350: 12.209664
iter 11360: 12.147164
iter 11370: 12.100034
iter 11380: 12.180839
iter 11390: 12.163988
iter 11400: 12.134132
iter 11410: 12.092517
iter 11420: 12.030700
iter 11430: 12.056378
iter 11440: 12.103764
iter 11450: 12.033682
iter 11460: 12.020642
iter 11470: 12.035698
iter 11480: 11.969697
iter 11490: 11.860132
iter 11500: 11.880129
iter 11510: 11.872582
iter 11520: 11.954628
iter 11530: 12.050273
iter 11540: 12.073453
iter 11550: 12.045169
iter 11560: 12.160831
iter 11570: 12.124466
iter 11580: 12.102037
iter 11590: 12.120016
iter 11600: 12.060008
iter 11610: 12.039775
iter 11620: 11.989582
iter 11630: 11.994122
iter 11640: 11.968941
iter 11650: 11.984976
iter 11660: 11.941635
iter 11670: 11.925730
iter 11680: 11.940066
iter 11690: 11.993377
iter 11700: 12.003044
iter 11710: 11.995769
iter 11720: 12.000345
iter 11730: 11.990665
iter 11740: 12.036346
iter 11750: 12.137225
iter 11760: 12.116896
iter 11770: 12.078390
iter 11780: 12.038010
iter 11790: 12.100896
iter 11800: 11.999149
iter 11810: 12.030051
iter 11820: 12.044397
iter 11830: 12.066584
iter 11840: 11.980542
iter 11850: 12.015125
iter 11860: 11.940853
iter 11870: 11.900118
iter 11880: 11.919555
iter 11890: 11.827235
iter 11900: 11.830846
iter 11910: 11.858264
iter 11920: 11.886932
iter 11930: 11.848682
iter 11940: 11.777449
iter 11950: 11.719442
iter 11960: 11.706207
iter 11970: 11.754798
iter 11980: 11.789186
iter 11990: 11.861483
iter 12000: 11.892451
iter 12010: 11.886898
iter 12020: 11.820355
iter 12030: 11.927252
iter 12040: 11.940620
iter 12050: 11.936564
iter 12060: 11.904431
iter 12070: 11.931473
iter 12080: 11.885648
iter 12090: 11.825799
iter 12100: 11.818707
iter 12110: 11.876349
iter 12120: 11.813373
iter 12130: 11.736697
iter 12140: 11.695848
iter 12150: 11.722828
iter 12160: 11.803291
iter 12170: 11.869314
iter 12180: 11.835212
iter 12190: 11.793600
iter 12200: 11.803868
iter 12210: 11.832474
iter 12220: 11.888593
iter 12230: 11.884790
iter 12240: 11.773142
iter 12250: 11.763020
iter 12260: 11.697868
iter 12270: 11.650110
iter 12280: 11.547872
iter 12290: 11.596768
iter 12300: 11.600445
iter 12310: 11.618085
iter 12320: 11.570610
iter 12330: 11.593785
iter 12340: 11.631665
iter 12350: 11.738286
iter 12360: 11.736610
iter 12370: 11.692560
iter 12380: 11.780044
iter 12390: 11.757767
iter 12400: 11.821427
iter 12410: 11.785169
iter 12420: 11.808812
iter 12430: 11.734375
iter 12440: 11.750665
iter 12450: 11.730081
iter 12460: 11.757844
iter 12470: 11.735231
iter 12480: 11.761262
iter 12490: 11.783628
iter 12500: 11.884415
iter 12510: 11.898356
iter 12520: 11.862481
iter 12530: 11.979619
iter 12540: 11.858215
iter 12550: 11.726824
iter 12560: 11.665305
iter 12570: 11.580780
iter 12580: 11.620897
iter 12590: 11.666759
iter 12600: 11.705152
iter 12610: 11.709643
iter 12620: 11.658509
iter 12630: 11.608806
iter 12640: 11.491678
iter 12650: 11.467785
iter 12660: 11.482174
iter 12670: 11.540443
iter 12680: 11.518998
iter 12690: 11.638628
iter 12700: 11.658300
iter 12710: 11.675302
iter 12720: 11.629964
iter 12730: 11.652481
iter 12740: 11.663971
iter 12750: 11.632723
iter 12760: 11.602309
iter 12770: 11.672624
iter 12780: 11.713922
iter 12790: 11.736277
iter 12800: 11.688894
iter 12810: 11.720955
iter 12820: 11.757828
iter 12830: 11.699774
iter 12840: 11.635464
iter 12850: 11.688839
iter 12860: 11.672693
iter 12870: 11.686521
iter 12880: 11.630289
iter 12890: 11.613051
iter 12900: 11.480234
iter 12910: 11.409599
iter 12920: 11.425714
iter 12930: 11.443445
iter 12940: 11.535286
iter 12950: 11.504660
iter 12960: 11.398112
iter 12970: 11.422980
iter 12980: 11.426301
iter 12990: 11.436966
iter 13000: 11.475750
iter 13010: 11.515196
iter 13020: 11.565717
iter 13030: 11.627599
iter 13040: 11.643829
iter 13050: 11.647951
iter 13060: 11.702372
iter 13070: 11.760644
iter 13080: 11.838271
iter 13090: 11.792666
iter 13100: 11.806072
iter 13110: 11.858028
iter 13120: 11.851755
iter 13130: 11.823598
iter 13140: 11.798284
iter 13150: 11.806694
iter 13160: 11.889680
iter 13170: 11.886776
iter 13180: 11.825538
iter 13190: 11.794120
iter 13200: 11.792968
iter 13210: 11.777928
iter 13220: 11.749716
iter 13230: 11.735061
iter 13240: 11.624729
iter 13250: 11.566769
iter 13260: 11.575395
iter 13270: 11.626330
iter 13280: 11.604795
iter 13290: 11.573136
iter 13300: 11.639355
iter 13310: 11.571932
iter 13320: 11.601559
iter 13330: 11.624390
iter 13340: 11.599767
iter 13350: 11.597185
iter 13360: 11.560190
iter 13370: 11.541363
iter 13380: 11.502462
iter 13390: 11.494568
iter 13400: 11.456162
iter 13410: 11.443201
iter 13420: 11.496629
iter 13430: 11.432981
iter 13440: 11.370894
iter 13450: 11.281442
iter 13460: 11.331973
iter 13470: 11.337169
iter 13480: 11.398783
iter 13490: 11.342323
iter 13500: 11.264725
iter 13510: 11.149632
iter 13520: 11.050958
iter 13530: 11.138540
iter 13540: 11.091084
iter 13550: 11.089186
iter 13560: 11.175791
iter 13570: 11.141142
iter 13580: 11.165014
iter 13590: 11.084894
iter 13600: 11.056133
iter 13610: 11.173617
iter 13620: 11.160990
iter 13630: 11.154454
iter 13640: 11.075518
iter 13650: 11.136970
iter 13660: 11.091993
iter 13670: 11.045237
iter 13680: 11.127171
iter 13690: 11.253985
iter 13700: 11.233255
iter 13710: 11.266051
iter 13720: 11.373091
iter 13730: 11.420252
iter 13740: 11.420725
iter 13750: 11.457259
iter 13760: 11.528863
iter 13770: 11.538175
iter 13780: 11.468788
iter 13790: 11.404926
iter 13800: 11.373887
iter 13810: 11.355886
iter 13820: 11.360814
iter 13830: 11.327731
iter 13840: 11.244367
iter 13850: 11.199707
iter 13860: 11.272399
iter 13870: 11.259730
iter 13880: 11.227425
iter 13890: 11.152566
iter 13900: 11.191582
iter 13910: 11.166661
iter 13920: 11.096684
iter 13930: 11.105073
iter 13940: 11.103390
iter 13950: 11.126953
iter 13960: 11.123021
iter 13970: 11.090319
iter 13980: 11.160247
iter 13990: 11.224307
iter 14000: 11.217667
iter 14010: 11.238716
iter 14020: 11.167725
iter 14030: 11.220879
iter 14040: 11.188770
iter 14050: 11.020446
iter 14060: 11.061923
iter 14070: 10.956376
iter 14080: 10.963871
iter 14090: 10.930467
iter 14100: 10.881705
iter 14110: 10.848237
iter 14120: 10.825544
iter 14130: 10.870586
iter 14140: 10.853978
iter 14150: 10.767735
iter 14160: 10.833404
iter 14170: 10.832250
iter 14180: 10.803279
iter 14190: 10.758523
iter 14200: 10.698139
iter 14210: 10.674112
iter 14220: 10.642749
iter 14230: 10.688765
iter 14240: 10.718400
iter 14250: 10.683032
iter 14260: 10.648505
iter 14270: 10.673740
iter 14280: 10.654368
iter 14290: 10.652354
iter 14300: 10.677111
iter 14310: 10.783610
iter 14320: 10.748041
iter 14330: 10.756078
iter 14340: 10.726672
iter 14350: 10.717331
iter 14360: 10.764457
iter 14370: 10.754857
iter 14380: 10.790248
iter 14390: 10.744632
iter 14400: 10.705860
iter 14410: 10.761935
iter 14420: 10.701206
iter 14430: 10.728968
iter 14440: 10.820298
iter 14450: 10.868044
iter 14460: 10.896735
iter 14470: 10.939930
iter 14480: 10.995059
iter 14490: 11.080655
iter 14500: 11.186197
iter 14510: 11.184810
iter 14520: 11.133204
iter 14530: 11.125845
iter 14540: 11.039579
iter 14550: 11.084857
iter 14560: 11.053150
iter 14570: 11.110411
iter 14580: 11.211194
iter 14590: 11.264337
iter 14600: 11.207532
iter 14610: 11.114955
iter 14620: 11.088121
iter 14630: 11.050913
iter 14640: 11.096215
iter 14650: 11.125817
iter 14660: 11.191408
iter 14670: 11.224326
iter 14680: 11.249127
iter 14690: 11.172833
iter 14700: 11.192192
iter 14710: 11.154883
iter 14720: 11.071134
iter 14730: 11.133255
iter 14740: 11.095146
iter 14750: 11.089815
iter 14760: 11.019925
iter 14770: 10.928630
iter 14780: 10.920990
iter 14790: 10.939842
iter 14800: 11.003523
iter 14810: 10.951229
iter 14820: 10.922606
iter 14830: 10.887042
iter 14840: 10.877605
iter 14850: 10.831091
iter 14860: 10.832074
iter 14870: 10.903619
iter 14880: 11.000464
iter 14890: 10.954495
iter 14900: 10.929170
iter 14910: 10.897793
iter 14920: 10.858912
iter 14930: 10.921987
iter 14940: 10.883791
iter 14950: 10.943332
iter 14960: 10.976263
iter 14970: 10.984283
iter 14980: 11.023009
iter 14990: 11.003370
iter 15000: 10.954946
iter 15010: 11.047048
iter 15020: 11.036829
iter 15030: 11.007340
iter 15040: 10.965438
iter 15050: 11.020049
iter 15060: 11.076200
iter 15070: 11.173249
iter 15080: 11.172428
iter 15090: 11.158261
iter 15100: 11.132326
iter 15110: 11.104119
iter 15120: 11.148819
iter 15130: 11.251130
iter 15140: 11.275997
iter 15150: 11.282995
iter 15160: 11.256152
iter 15170: 11.205020
iter 15180: 11.242355
iter 15190: 11.208651
iter 15200: 11.215699
iter 15210: 11.166724
iter 15220: 11.217955
iter 15230: 11.199575
iter 15240: 11.221043
iter 15250: 11.168699
iter 15260: 11.204413
iter 15270: 11.176993
iter 15280: 11.230172
iter 15290: 11.203652
iter 15300: 11.144408
iter 15310: 11.182459
iter 15320: 11.148271
iter 15330: 11.151238
iter 15340: 11.129309
iter 15350: 11.124073
iter 15360: 11.090102
iter 15370: 11.134167
iter 15380: 11.042366
iter 15390: 11.011260
iter 15400: 11.007198
iter 15410: 11.031225
iter 15420: 11.052620
iter 15430: 11.105531
iter 15440: 11.119124
iter 15450: 11.227413
iter 15460: 11.218305
iter 15470: 11.175330
iter 15480: 11.119173
iter 15490: 11.040431
iter 15500: 11.016937
iter 15510: 11.071944
iter 15520: 11.081148
iter 15530: 11.056495
iter 15540: 10.943441
iter 15550: 10.986325
iter 15560: 11.010997
iter 15570: 11.037776
iter 15580: 11.080938
iter 15590: 11.035946
iter 15600: 10.977306
iter 15610: 11.004825
iter 15620: 10.966695
iter 15630: 10.936750
iter 15640: 10.897360
iter 15650: 10.960868
iter 15660: 11.011156
iter 15670: 10.956517
iter 15680: 10.916029
iter 15690: 10.894255
iter 15700: 10.812153
iter 15710: 10.754652
iter 15720: 10.827744
iter 15730: 10.758296
iter 15740: 10.806654
iter 15750: 10.822419
iter 15760: 10.867314
iter 15770: 10.814038
iter 15780: 10.805347
iter 15790: 10.769359
iter 15800: 10.802702
iter 15810: 10.782777
iter 15820: 10.739879
iter 15830: 10.729385
iter 15840: 10.744171
iter 15850: 10.815772
iter 15860: 10.814908
iter 15870: 10.920636
iter 15880: 10.919830
iter 15890: 10.904581
iter 15900: 10.886930
iter 15910: 10.910782
iter 15920: 10.859035
iter 15930: 10.746448
iter 15940: 10.749406
iter 15950: 10.672140
iter 15960: 10.642174
iter 15970: 10.626384
iter 15980: 10.652736
iter 15990: 10.700336
iter 16000: 10.720925
iter 16010: 10.764892
iter 16020: 10.767168
iter 16030: 10.736396
iter 16040: 10.736587
iter 16050: 10.729882
iter 16060: 10.767144
iter 16070: 10.778693
iter 16080: 10.778392
iter 16090: 10.817168
iter 16100: 10.696228
iter 16110: 10.742298
iter 16120: 10.763836
iter 16130: 10.785382
iter 16140: 10.810591
iter 16150: 10.774173
iter 16160: 10.778463
iter 16170: 10.837896
iter 16180: 10.811765
iter 16190: 10.802100
iter 16200: 10.808058
iter 16210: 10.822846
iter 16220: 10.740376
iter 16230: 10.687578
iter 16240: 10.709936
iter 16250: 10.708656
iter 16260: 10.653750
iter 16270: 10.554175
iter 16280: 10.550021
iter 16290: 10.574032
iter 16300: 10.567054
iter 16310: 10.555679
iter 16320: 10.536598
iter 16330: 10.558894
iter 16340: 10.592410
iter 16350: 10.579890
iter 16360: 10.651366
iter 16370: 10.678089
iter 16380: 10.657833
iter 16390: 10.625775
iter 16400: 10.587830
iter 16410: 10.529559
iter 16420: 10.562353
iter 16430: 10.615675
iter 16440: 10.597247
iter 16450: 10.585185
iter 16460: 10.616621
iter 16470: 10.628748
iter 16480: 10.625416
iter 16490: 10.608679
iter 16500: 10.688131
iter 16510: 10.726851
iter 16520: 10.646719
iter 16530: 10.592362
iter 16540: 10.528529
iter 16550: 10.549435
iter 16560: 10.508495
iter 16570: 10.389560
iter 16580: 10.441114
iter 16590: 10.506384
iter 16600: 10.480972
iter 16610: 10.506044
iter 16620: 10.455911
iter 16630: 10.442656
iter 16640: 10.466721
iter 16650: 10.400118
iter 16660: 10.463964
iter 16670: 10.428126
iter 16680: 10.393128
iter 16690: 10.341043
iter 16700: 10.395807
iter 16710: 10.359464
iter 16720: 10.418785
iter 16730: 10.437332
iter 16740: 10.373024
iter 16750: 10.336138
iter 16760: 10.345111
iter 16770: 10.414241
iter 16780: 10.395049
iter 16790: 10.373637
iter 16800: 10.527906
iter 16810: 10.502903
iter 16820: 10.445604
iter 16830: 10.492269
iter 16840: 10.483737
iter 16850: 10.487672
iter 16860: 10.459949
iter 16870: 10.427002
iter 16880: 10.389258
iter 16890: 10.421139
iter 16900: 10.454025
iter 16910: 10.469511
iter 16920: 10.477686
iter 16930: 10.533434
iter 16940: 10.497113
iter 16950: 10.513676
iter 16960: 10.564817
iter 16970: 10.607074
iter 16980: 10.596809
iter 16990: 10.580394
iter 17000: 10.694476
iter 17010: 10.673736
iter 17020: 10.651664
iter 17030: 10.674468
iter 17040: 10.621555
iter 17050: 10.592002
iter 17060: 10.656988
iter 17070: 10.760468
iter 17080: 10.798032
iter 17090: 10.736019
iter 17100: 10.745729
iter 17110: 10.637806
iter 17120: 10.669068
iter 17130: 10.687407
iter 17140: 10.706294
iter 17150: 10.752021
iter 17160: 10.684771
iter 17170: 10.720450
iter 17180: 10.745796
iter 17190: 10.694356
iter 17200: 10.743767
iter 17210: 10.663274
iter 17220: 10.707980
iter 17230: 10.752413
iter 17240: 10.661479
iter 17250: 10.715355
iter 17260: 10.698990
iter 17270: 10.701719
iter 17280: 10.765448
iter 17290: 10.738424
iter 17300: 10.724610
iter 17310: 10.747297
iter 17320: 10.708151
iter 17330: 10.758208
iter 17340: 10.707616
iter 17350: 10.673872
iter 17360: 10.654791
iter 17370: 10.728519
iter 17380: 10.774333
iter 17390: 10.753611
iter 17400: 10.761392
iter 17410: 10.746348
iter 17420: 10.765862
iter 17430: 10.761235
iter 17440: 10.815905
iter 17450: 10.722800
iter 17460: 10.671289
iter 17470: 10.683542
iter 17480: 10.721086
iter 17490: 10.661589
iter 17500: 10.751853
iter 17510: 10.672370
iter 17520: 10.645624
iter 17530: 10.731611
iter 17540: 10.693556
iter 17550: 10.738559
iter 17560: 10.747781
iter 17570: 10.761623
iter 17580: 10.753019
iter 17590: 10.761941
iter 17600: 10.746178
iter 17610: 10.698497
iter 17620: 10.688330
iter 17630: 10.677023
iter 17640: 10.661163
iter 17650: 10.662058
iter 17660: 10.653692
iter 17670: 10.647548
iter 17680: 10.637941
iter 17690: 10.607307
iter 17700: 10.538889
iter 17710: 10.534553
iter 17720: 10.524724
iter 17730: 10.523755
iter 17740: 10.624718
iter 17750: 10.726919
iter 17760: 10.686159
iter 17770: 10.615397
iter 17780: 10.624634
iter 17790: 10.689797
iter 17800: 10.593255
iter 17810: 10.591308
iter 17820: 10.624222
iter 17830: 10.629790
iter 17840: 10.646615
iter 17850: 10.614374
iter 17860: 10.593517
iter 17870: 10.593258
iter 17880: 10.605822
iter 17890: 10.551858
iter 17900: 10.614987
iter 17910: 10.615380
iter 17920: 10.609826
iter 17930: 10.573919
iter 17940: 10.568135
iter 17950: 10.592103
iter 17960: 10.582339
iter 17970: 10.554786
iter 17980: 10.423275
iter 17990: 10.390710
iter 18000: 10.469938
iter 18010: 10.486350
iter 18020: 10.478569
iter 18030: 10.433076
iter 18040: 10.443128
iter 18050: 10.382480
iter 18060: 10.366439
iter 18070: 10.319441
iter 18080: 10.345326
iter 18090: 10.454725
iter 18100: 10.484200
iter 18110: 10.430017
iter 18120: 10.404160
iter 18130: 10.353578
iter 18140: 10.367456
iter 18150: 10.365959
iter 18160: 10.350107
iter 18170: 10.374370
iter 18180: 10.407192
iter 18190: 10.416297
iter 18200: 10.344949
iter 18210: 10.413390
iter 18220: 10.497296
iter 18230: 10.566983
iter 18240: 10.553387
iter 18250: 10.562196
iter 18260: 10.520105
iter 18270: 10.403565
iter 18280: 10.484568
iter 18290: 10.496966
iter 18300: 10.519112
iter 18310: 10.503789
iter 18320: 10.453951
iter 18330: 10.440823
iter 18340: 10.508722
iter 18350: 10.513272
iter 18360: 10.476401
iter 18370: 10.443717
iter 18380: 10.396545
iter 18390: 10.361713
iter 18400: 10.377780
iter 18410: 10.392084
iter 18420: 10.341519
iter 18430: 10.365211
iter 18440: 10.417869
iter 18450: 10.394346
iter 18460: 10.380757
iter 18470: 10.417414
iter 18480: 10.359280
iter 18490: 10.410101
iter 18500: 10.442509
iter 18510: 10.402857
iter 18520: 10.397428
iter 18530: 10.340318
iter 18540: 10.358773
iter 18550: 10.399735
iter 18560: 10.370986
iter 18570: 10.369621
iter 18580: 10.437549
iter 18590: 10.413381
iter 18600: 10.411433
iter 18610: 10.481199
iter 18620: 10.491894
iter 18630: 10.501306
iter 18640: 10.461293
iter 18650: 10.479131
iter 18660: 10.431669
iter 18670: 10.474375
iter 18680: 10.530176
iter 18690: 10.576019
iter 18700: 10.616915
iter 18710: 10.696352
iter 18720: 10.638018
iter 18730: 10.621739
iter 18740: 10.587962
iter 18750: 10.473390
iter 18760: 10.485912
iter 18770: 10.540974
iter 18780: 10.475487
iter 18790: 10.505261
iter 18800: 10.490341
iter 18810: 10.494305
iter 18820: 10.432586
iter 18830: 10.434447
iter 18840: 10.409768
iter 18850: 10.436326
iter 18860: 10.510977
iter 18870: 10.524126
iter 18880: 10.547398
iter 18890: 10.534122
iter 18900: 10.490678
iter 18910: 10.388452
iter 18920: 10.382463
iter 18930: 10.454974
iter 18940: 10.386284
iter 18950: 10.380978
iter 18960: 10.355458
iter 18970: 10.395119
iter 18980: 10.423375
iter 18990: 10.426459
iter 19000: 10.457107
iter 19010: 10.436663
iter 19020: 10.417779
iter 19030: 10.295172
iter 19040: 10.220447
iter 19050: 10.249351
iter 19060: 10.252821
iter 19070: 10.272915
iter 19080: 10.261212
iter 19090: 10.208718
iter 19100: 10.191552
iter 19110: 10.146937
iter 19120: 10.140129
iter 19130: 10.163095
iter 19140: 10.231084
iter 19150: 10.191971
iter 19160: 10.255473
iter 19170: 10.266256
iter 19180: 10.258843
iter 19190: 10.300393
iter 19200: 10.285503
iter 19210: 10.307099
iter 19220: 10.312717
iter 19230: 10.269203
iter 19240: 10.308322
iter 19250: 10.264228
iter 19260: 10.279904
iter 19270: 10.232977
iter 19280: 10.211902
iter 19290: 10.175136
iter 19300: 10.173359
iter 19310: 10.152298
iter 19320: 10.120992
iter 19330: 10.155918
iter 19340: 10.126148
iter 19350: 10.147589
iter 19360: 10.161239
iter 19370: 10.079035
iter 19380: 10.101017
iter 19390: 10.063006
iter 19400: 10.070841
iter 19410: 10.058579
iter 19420: 10.121413
iter 19430: 10.160038
iter 19440: 10.260575
iter 19450: 10.311699
iter 19460: 10.305972
iter 19470: 10.308054
iter 19480: 10.353252
iter 19490: 10.352171
iter 19500: 10.306125
iter 19510: 10.337744
iter 19520: 10.294084
iter 19530: 10.353793
iter 19540: 10.310257
iter 19550: 10.301027
iter 19560: 10.211119
iter 19570: 10.203224
iter 19580: 10.214085
iter 19590: 10.234553
iter 19600: 10.218023
iter 19610: 10.225464
iter 19620: 10.239750
iter 19630: 10.223836
iter 19640: 10.251885
iter 19650: 10.263612
iter 19660: 10.320152
iter 19670: 10.326194
iter 19680: 10.331475
iter 19690: 10.295941
iter 19700: 10.247338
iter 19710: 10.261142
iter 19720: 10.237858
iter 19730: 10.267737
iter 19740: 10.223751
iter 19750: 10.216622
iter 19760: 10.204665
iter 19770: 10.230745
iter 19780: 10.231653
iter 19790: 10.267718
iter 19800: 10.340525
iter 19810: 10.312118
iter 19820: 10.324297
iter 19830: 10.303057
iter 19840: 10.267513
iter 19850: 10.278560
iter 19860: 10.209016
iter 19870: 10.249314
iter 19880: 10.349603
iter 19890: 10.337617
iter 19900: 10.339903
iter 19910: 10.222752
iter 19920: 10.142613
iter 19930: 10.183234
iter 19940: 10.154949
iter 19950: 10.144910
iter 19960: 10.126142
iter 19970: 10.056173
iter 19980: 10.066593
iter 19990: 10.086251
iter 20000: 10.089734
iter 20010: 10.100859
iter 20020: 10.050008
iter 20030: 10.071925
iter 20040: 10.099166
iter 20050: 10.167637
iter 20060: 10.180205
iter 20070: 10.149012
iter 20080: 10.074260
iter 20090: 10.008169
iter 20100: 9.986988
iter 20110: 9.930296
iter 20120: 9.936106
iter 20130: 10.001992
iter 20140: 9.983557
iter 20150: 9.901926
iter 20160: 9.951753
iter 20170: 9.975289
iter 20180: 10.001003
iter 20190: 10.083469
iter 20200: 10.105120
iter 20210: 10.165900
iter 20220: 10.154328
iter 20230: 10.156113
iter 20240: 10.204598
iter 20250: 10.222577
iter 20260: 10.165307
iter 20270: 10.228508
iter 20280: 10.278598
iter 20290: 10.262460
iter 20300: 10.188729
iter 20310: 10.135282
iter 20320: 10.153261
iter 20330: 10.173865
iter 20340: 10.124728
iter 20350: 10.145202
iter 20360: 10.131137
iter 20370: 10.185700
iter 20380: 10.204325
iter 20390: 10.215619
iter 20400: 10.276081
iter 20410: 10.228855
iter 20420: 10.292011
iter 20430: 10.251296
iter 20440: 10.309090
iter 20450: 10.330627
iter 20460: 10.368221
iter 20470: 10.417095
iter 20480: 10.368989
iter 20490: 10.315668
iter 20500: 10.414736
iter 20510: 10.392114
iter 20520: 10.347507
iter 20530: 10.313261
iter 20540: 10.306468
iter 20550: 10.267155
iter 20560: 10.251162
iter 20570: 10.215456
iter 20580: 10.167434
iter 20590: 10.203572
iter 20600: 10.162021
iter 20610: 10.155850
iter 20620: 10.067448
iter 20630: 10.047339
iter 20640: 10.059277
iter 20650: 10.133267
iter 20660: 10.103639
iter 20670: 10.183159
iter 20680: 10.140228
iter 20690: 10.113420
iter 20700: 10.172621
iter 20710: 10.210301
iter 20720: 10.260779
iter 20730: 10.245883
iter 20740: 10.213970
iter 20750: 10.226836
iter 20760: 10.081984
iter 20770: 10.066616
iter 20780: 10.117521
iter 20790: 10.178875
iter 20800: 10.149689
iter 20810: 10.126324
iter 20820: 10.146246
iter 20830: 10.103794
iter 20840: 10.130667
iter 20850: 10.177869
iter 20860: 10.154781
iter 20870: 10.082358
iter 20880: 10.069983
iter 20890: 10.045416
iter 20900: 10.055228
iter 20910: 10.047156
iter 20920: 10.015578
iter 20930: 10.059542
iter 20940: 10.068012
iter 20950: 10.086825
iter 20960: 10.220498
iter 20970: 10.155947
iter 20980: 10.132453
iter 20990: 10.175897
iter 21000: 10.154111
iter 21010: 10.230718
iter 21020: 10.162071
iter 21030: 10.153584
iter 21040: 10.126488
iter 21050: 10.161731
iter 21060: 10.142262
iter 21070: 10.076539
iter 21080: 10.100686
iter 21090: 10.117234
iter 21100: 10.126432
iter 21110: 10.074798
iter 21120: 10.068203
iter 21130: 10.032472
iter 21140: 9.962268
iter 21150: 9.972099
iter 21160: 9.977098
iter 21170: 9.947622
iter 21180: 9.975690
iter 21190: 9.927555
iter 21200: 9.973629
iter 21210: 9.908752
iter 21220: 9.900887
iter 21230: 9.892031
iter 21240: 9.931015
iter 21250: 9.903252
iter 21260: 9.963289
iter 21270: 9.973618
iter 21280: 9.978415
iter 21290: 9.953041
iter 21300: 9.917281
iter 21310: 9.905432
iter 21320: 9.956784
iter 21330: 9.991156
iter 21340: 9.882665
iter 21350: 9.875559
iter 21360: 9.829756
iter 21370: 9.859750
iter 21380: 9.915980
iter 21390: 9.850754
iter 21400: 9.903826
iter 21410: 9.913472
iter 21420: 10.027168
iter 21430: 10.000351
iter 21440: 10.010151
iter 21450: 9.998898
iter 21460: 9.978670
iter 21470: 10.012723
iter 21480: 10.054771
iter 21490: 10.050881
iter 21500: 10.124242
iter 21510: 10.147456
iter 21520: 10.134496
iter 21530: 10.082101
iter 21540: 10.082193
iter 21550: 9.975758
iter 21560: 9.969808
iter 21570: 9.964380
iter 21580: 10.025564
iter 21590: 10.032494
iter 21600: 9.989919
iter 21610: 10.046094
iter 21620: 10.047104
iter 21630: 10.054803
iter 21640: 10.096520
iter 21650: 10.032435
iter 21660: 9.967931
iter 21670: 10.017674
iter 21680: 10.079698
iter 21690: 10.033631
iter 21700: 9.969899
iter 21710: 10.003032
iter 21720: 10.005566
iter 21730: 10.063872
iter 21740: 10.049721
iter 21750: 9.990528
iter 21760: 9.956737
iter 21770: 9.944864
iter 21780: 9.985710
iter 21790: 10.072242
iter 21800: 10.023618
iter 21810: 10.093789
iter 21820: 10.201933
iter 21830: 10.180898
iter 21840: 10.202508
iter 21850: 10.243843
iter 21860: 10.278049
iter 21870: 10.261576
iter 21880: 10.196402
iter 21890: 10.186722
iter 21900: 10.135724
iter 21910: 10.182406
iter 21920: 10.233871
iter 21930: 10.230465
iter 21940: 10.276010
iter 21950: 10.314512
iter 21960: 10.290782
iter 21970: 10.295989
iter 21980: 10.313633
iter 21990: 10.313222
iter 22000: 10.289439
iter 22010: 10.328942
iter 22020: 10.262532
iter 22030: 10.278276
iter 22040: 10.307998
iter 22050: 10.353520
iter 22060: 10.339674
iter 22070: 10.285615
iter 22080: 10.262083
iter 22090: 10.289974
iter 22100: 10.331012
iter 22110: 10.277500
iter 22120: 10.260102
iter 22130: 10.257649
iter 22140: 10.232225
iter 22150: 10.239242
iter 22160: 10.236499
iter 22170: 10.242833
iter 22180: 10.254567
iter 22190: 10.279550
iter 22200: 10.194844
iter 22210: 10.184192
iter 22220: 10.185722
iter 22230: 10.153669
iter 22240: 10.117591
iter 22250: 10.102867
iter 22260: 10.025341
iter 22270: 10.011017
iter 22280: 9.951933
iter 22290: 10.004397
iter 22300: 10.016494
iter 22310: 9.996627
iter 22320: 10.025813
iter 22330: 10.037341
iter 22340: 10.096306
iter 22350: 10.178511
iter 22360: 10.183857
iter 22370: 10.283169
iter 22380: 10.253015
iter 22390: 10.203490
iter 22400: 10.168557
iter 22410: 10.200124
iter 22420: 10.228008
iter 22430: 10.180543
iter 22440: 10.067602
iter 22450: 10.058036
iter 22460: 10.036224
iter 22470: 9.972469
iter 22480: 9.981509
iter 22490: 10.041664
iter 22500: 9.980849
iter 22510: 10.073207
iter 22520: 10.021213
iter 22530: 9.929644
iter 22540: 9.890298
iter 22550: 9.896846
iter 22560: 9.946373
iter 22570: 9.954630
iter 22580: 9.930186
iter 22590: 9.947394
iter 22600: 9.927470
iter 22610: 9.916949
iter 22620: 9.928109
iter 22630: 9.938457
iter 22640: 9.910383
iter 22650: 9.961496
iter 22660: 10.006578
iter 22670: 9.963733
iter 22680: 10.003877
iter 22690: 9.956964
iter 22700: 10.006640
iter 22710: 10.006553
iter 22720: 10.055107
iter 22730: 10.063703
iter 22740: 10.078650
iter 22750: 10.113353
iter 22760: 10.081071
iter 22770: 10.051511
iter 22780: 10.006388
iter 22790: 10.056337
iter 22800: 10.014240
